provider,power,fuel,N
426.0,11.0,6.0,0.0
426.0,12.0,1.0,0.0
426.0,12.0,2.0,0.0
426.0,12.0,3.0,0.0
426.0,12.0,4.0,0.0
426.0,12.0,5.0,0.0
426.0,12.0,6.0,0.0
426.0,13.0,1.0,0.0
426.0,13.0,2.0,0.0
426.0,13.0,3.0,0.0
426.0,13.0,4.0,0.0
426.0,13.0,5.0,0.0
426.0,13.0,6.0,0.0
426.0,14.0,1.0,0.0
426.0,14.0,2.0,0.0
426.0,14.0,3.0,0.0
426.0,14.0,4.0,0.0
426.0,14.0,5.0,0.0
426.0,14.0,6.0,0.0
427.0,1.0,1.0,0.0
427.0,1.0,2.0,0.0
427.0,1.0,3.0,0.0
427.0,1.0,4.0,0.0
427.0,1.0,5.0,0.0
427.0,1.0,6.0,0.0
427.0,2.0,1.0,0.0
427.0,2.0,2.0,0.0
427.0,2.0,3.0,0.0
427.0,2.0,4.0,0.0
427.0,2.0,5.0,23.820727336421648
427.0,2.0,6.0,0.0
427.0,3.0,1.0,0.0
427.0,3.0,2.0,0.0
427.0,3.0,3.0,0.0
427.0,3.0,4.0,0.0
427.0,3.0,5.0,23.811953115434623
427.0,3.0,6.0,0.0
427.0,4.0,1.0,0.0
427.0,4.0,2.0,0.0
427.0,4.0,3.0,0.0
427.0,4.0,4.0,0.0
427.0,4.0,5.0,23.824184570322057
427.0,4.0,6.0,0.0
427.0,5.0,1.0,0.0
427.0,5.0,2.0,0.0
427.0,5.0,3.0,0.0
427.0,5.0,4.0,0.0
427.0,5.0,5.0,0.0
427.0,5.0,6.0,0.0
427.0,6.0,1.0,0.0
427.0,6.0,2.0,0.0
427.0,6.0,3.0,0.0
427.0,6.0,4.0,0.0
427.0,6.0,5.0,13.22074433888316
427.0,6.0,6.0,0.0
427.0,7.0,1.0,0.0
427.0,7.0,2.0,0.0
427.0,7.0,3.0,0.0
427.0,7.0,4.0,0.0
427.0,7.0,5.0,23.821387673175163
427.0,7.0,6.0,0.0
427.0,8.0,1.0,0.0
427.0,8.0,2.0,0.0
427.0,8.0,3.0,0.0
427.0,8.0,4.0,0.0
427.0,8.0,5.0,5.280618501218688
427.0,8.0,6.0,0.0
427.0,9.0,1.0,0.0
427.0,9.0,2.0,0.0
427.0,9.0,3.0,0.0
427.0,9.0,4.0,0.0
427.0,9.0,5.0,0.0
427.0,9.0,6.0,0.0
427.0,10.0,1.0,0.0
427.0,10.0,2.0,0.0
427.0,10.0,3.0,0.0
427.0,10.0,4.0,0.0
427.0,10.0,5.0,21.145460163280674
427.0,10.0,6.0,0.0
427.0,11.0,1.0,0.0
427.0,11.0,2.0,0.0
427.0,11.0,3.0,0.0
427.0,11.0,4.0,0.0
427.0,11.0,5.0,23.171763475881075
427.0,11.0,6.0,0.0
427.0,12.0,1.0,0.0
427.0,12.0,2.0,0.0
427.0,12.0,3.0,0.0
427.0,12.0,4.0,0.0
427.0,12.0,5.0,5.279809074601249
427.0,12.0,6.0,0.0
427.0,13.0,1.0,0.0
427.0,13.0,2.0,0.0
427.0,13.0,3.0,0.0
427.0,13.0,4.0,0.0
427.0,13.0,5.0,6.699843359977195
427.0,13.0,6.0,0.0
427.0,14.0,1.0,0.0
427.0,14.0,2.0,0.0
427.0,14.0,3.0,0.0
427.0,14.0,4.0,0.0
427.0,14.0,5.0,0.0
427.0,14.0,6.0,0.0
428.0,1.0,1.0,0.0
428.0,1.0,2.0,0.0
428.0,1.0,3.0,0.0
428.0,1.0,4.0,0.0
428.0,1.0,5.0,0.0
428.0,1.0,6.0,0.0
428.0,2.0,1.0,0.0
428.0,2.0,2.0,0.0
428.0,2.0,3.0,0.0
428.0,2.0,4.0,0.0
428.0,2.0,5.0,53.94924106272982
428.0,2.0,6.0,0.0
428.0,3.0,1.0,0.0
428.0,3.0,2.0,0.0
428.0,3.0,3.0,0.0
428.0,3.0,4.0,0.0
428.0,3.0,5.0,53.93752287177903
428.0,3.0,6.0,0.0
428.0,4.0,1.0,0.0
428.0,4.0,2.0,0.0
428.0,4.0,3.0,0.0
428.0,4.0,4.0,0.0
428.0,4.0,5.0,53.95517667447353
428.0,4.0,6.0,0.0
428.0,5.0,1.0,0.0
428.0,5.0,2.0,0.0
428.0,5.0,3.0,0.0
428.0,5.0,4.0,0.0
428.0,5.0,5.0,0.0
428.0,5.0,6.0,0.0
428.0,6.0,1.0,0.0
428.0,6.0,2.0,0.0
428.0,6.0,3.0,0.0
428.0,6.0,4.0,0.0
428.0,6.0,5.0,43.347738155252436
428.0,6.0,6.0,0.0
428.0,7.0,1.0,0.0
428.0,7.0,2.0,0.0
428.0,7.0,3.0,0.0
428.0,7.0,4.0,0.0
428.0,7.0,5.0,53.946934515788676
428.0,7.0,6.0,0.0
428.0,8.0,1.0,0.0
428.0,8.0,2.0,0.0
428.0,8.0,3.0,0.0
428.0,8.0,4.0,0.0
428.0,8.0,5.0,35.41700481729765
428.0,8.0,6.0,0.0
428.0,9.0,1.0,0.0
428.0,9.0,2.0,0.0
428.0,9.0,3.0,0.0
428.0,9.0,4.0,0.0
428.0,9.0,5.0,0.0
428.0,9.0,6.0,0.0
428.0,10.0,1.0,0.0
428.0,10.0,2.0,0.0
428.0,10.0,3.0,0.0
428.0,10.0,4.0,0.0
428.0,10.0,5.0,51.273884417424725
428.0,10.0,6.0,0.0
428.0,11.0,1.0,0.0
428.0,11.0,2.0,0.0
428.0,11.0,3.0,0.0
428.0,11.0,4.0,0.0
428.0,11.0,5.0,53.29805940951302
428.0,11.0,6.0,0.0
428.0,12.0,1.0,0.0
428.0,12.0,2.0,0.0
428.0,12.0,3.0,0.0
428.0,12.0,4.0,0.0
428.0,12.0,5.0,35.41115528087356
428.0,12.0,6.0,0.0
428.0,13.0,1.0,0.0
428.0,13.0,2.0,0.0
428.0,13.0,3.0,0.0
428.0,13.0,4.0,0.0
428.0,13.0,5.0,36.835241574485714
428.0,13.0,6.0,0.0
428.0,14.0,1.0,0.0
428.0,14.0,2.0,0.0
428.0,14.0,3.0,0.0
428.0,14.0,4.0,0.0
428.0,14.0,5.0,0.0
428.0,14.0,6.0,0.0
429.0,1.0,1.0,0.0
429.0,1.0,2.0,0.0
429.0,1.0,3.0,0.0
429.0,1.0,4.0,0.0
429.0,1.0,5.0,0.0
429.0,1.0,6.0,0.0
429.0,2.0,1.0,0.0
429.0,2.0,2.0,0.0
429.0,2.0,3.0,0.0
429.0,2.0,4.0,0.0
429.0,2.0,5.0,28.44146500121974
429.0,2.0,6.0,0.0
429.0,3.0,1.0,0.0
429.0,3.0,2.0,0.0
429.0,3.0,3.0,0.0
429.0,3.0,4.0,0.0
429.0,3.0,5.0,28.42475255230067
429.0,3.0,6.0,0.0
429.0,4.0,1.0,0.0
429.0,4.0,2.0,0.0
429.0,4.0,3.0,0.0
429.0,4.0,4.0,0.0
429.0,4.0,5.0,28.44565531816309
429.0,4.0,6.0,0.0
429.0,5.0,1.0,0.0
429.0,5.0,2.0,0.0
429.0,5.0,3.0,0.0
429.0,5.0,4.0,0.0
429.0,5.0,5.0,0.0
429.0,5.0,6.0,0.0
429.0,6.0,1.0,0.0
429.0,6.0,2.0,0.0
429.0,6.0,3.0,0.0
429.0,6.0,4.0,0.0
429.0,6.0,5.0,17.83798204253843
429.0,6.0,6.0,0.0
429.0,7.0,1.0,0.0
429.0,7.0,2.0,0.0
429.0,7.0,3.0,0.0
429.0,7.0,4.0,0.0
429.0,7.0,5.0,28.43788495341537
429.0,7.0,6.0,0.0
429.0,8.0,1.0,0.0
429.0,8.0,2.0,0.0
429.0,8.0,3.0,0.0
429.0,8.0,4.0,0.0
429.0,8.0,5.0,9.902605134027244
429.0,8.0,6.0,0.0
429.0,9.0,1.0,0.0
429.0,9.0,2.0,0.0
429.0,9.0,3.0,0.0
429.0,9.0,4.0,0.0
429.0,9.0,5.0,0.0
429.0,9.0,6.0,0.0
429.0,10.0,1.0,0.0
429.0,10.0,2.0,0.0
429.0,10.0,3.0,0.0
429.0,10.0,4.0,0.0
429.0,10.0,5.0,25.76512155155066
429.0,10.0,6.0,0.0
429.0,11.0,1.0,0.0
429.0,11.0,2.0,0.0
429.0,11.0,3.0,0.0
429.0,11.0,4.0,0.0
429.0,11.0,5.0,27.790226403079142
429.0,11.0,6.0,0.0
429.0,12.0,1.0,0.0
429.0,12.0,2.0,0.0
429.0,12.0,3.0,0.0
429.0,12.0,4.0,0.0
429.0,12.0,5.0,9.898517108105622
429.0,12.0,6.0,0.0
429.0,13.0,1.0,0.0
429.0,13.0,2.0,0.0
429.0,13.0,3.0,0.0
429.0,13.0,4.0,0.0
429.0,13.0,5.0,11.321530988860932
429.0,13.0,6.0,0.0
429.0,14.0,1.0,0.0
429.0,14.0,2.0,0.0
429.0,14.0,3.0,0.0
429.0,14.0,4.0,0.0
429.0,14.0,5.0,0.0
429.0,14.0,6.0,0.0
430.0,1.0,1.0,0.0
430.0,1.0,2.0,0.0
430.0,1.0,3.0,0.0
430.0,1.0,4.0,0.0
430.0,1.0,5.0,0.0
430.0,1.0,6.0,0.0
430.0,2.0,1.0,0.0
430.0,2.0,2.0,0.0
430.0,2.0,3.0,0.0
430.0,2.0,4.0,0.0
430.0,2.0,5.0,31.231480509915446
430.0,2.0,6.0,0.0
430.0,3.0,1.0,0.0
430.0,3.0,2.0,0.0
430.0,3.0,3.0,0.0
430.0,3.0,4.0,0.0
430.0,3.0,5.0,31.214174617162506
430.0,3.0,6.0,0.0
430.0,4.0,1.0,0.0
430.0,4.0,2.0,0.0
430.0,4.0,3.0,0.0
430.0,4.0,4.0,0.0
430.0,4.0,5.0,31.233852739640675
430.0,4.0,6.0,0.0
430.0,5.0,1.0,0.0
430.0,5.0,2.0,0.0
430.0,5.0,3.0,0.0
430.0,5.0,4.0,0.0
430.0,5.0,5.0,0.0
430.0,5.0,6.0,0.0
430.0,6.0,1.0,0.0
430.0,6.0,2.0,0.0
430.0,6.0,3.0,0.0
430.0,6.0,4.0,0.0
430.0,6.0,5.0,20.627698016974215
430.0,6.0,6.0,0.0
430.0,7.0,1.0,0.0
430.0,7.0,2.0,0.0
430.0,7.0,3.0,0.0
430.0,7.0,4.0,0.0
430.0,7.0,5.0,31.227755633592
430.0,7.0,6.0,0.0
430.0,8.0,1.0,0.0
430.0,8.0,2.0,0.0
430.0,8.0,3.0,0.0
430.0,8.0,4.0,0.0
430.0,8.0,5.0,12.694726667797426
430.0,8.0,6.0,0.0
430.0,9.0,1.0,0.0
430.0,9.0,2.0,0.0
430.0,9.0,3.0,0.0
430.0,9.0,4.0,0.0
430.0,9.0,5.0,0.0
430.0,9.0,6.0,0.0
430.0,10.0,1.0,0.0
430.0,10.0,2.0,0.0
430.0,10.0,3.0,0.0
430.0,10.0,4.0,0.0
430.0,10.0,5.0,28.55476885037845
430.0,10.0,6.0,0.0
430.0,11.0,1.0,0.0
430.0,11.0,2.0,0.0
430.0,11.0,3.0,0.0
430.0,11.0,4.0,0.0
430.0,11.0,5.0,30.579867695307932
430.0,11.0,6.0,0.0
430.0,12.0,1.0,0.0
430.0,12.0,2.0,0.0
430.0,12.0,3.0,0.0
430.0,12.0,4.0,0.0
430.0,12.0,5.0,12.688945412159587
430.0,12.0,6.0,0.0
430.0,13.0,1.0,0.0
430.0,13.0,2.0,0.0
430.0,13.0,3.0,0.0
430.0,13.0,4.0,0.0
430.0,13.0,5.0,14.113471273078014
430.0,13.0,6.0,0.0
430.0,14.0,1.0,0.0
430.0,14.0,2.0,0.0
430.0,14.0,3.0,0.0
430.0,14.0,4.0,0.0
430.0,14.0,5.0,0.0
430.0,14.0,6.0,0.0
431.0,1.0,1.0,0.0
431.0,1.0,2.0,0.0
431.0,1.0,3.0,0.0
431.0,1.0,4.0,0.0
431.0,1.0,5.0,0.0
431.0,1.0,6.0,0.0
431.0,2.0,1.0,2.874824274101907
431.0,2.0,2.0,0.0
431.0,2.0,3.0,0.0
431.0,2.0,4.0,0.0
431.0,2.0,5.0,23.56968827340641
431.0,2.0,6.0,0.0
431.0,3.0,1.0,2.868600390307262
431.0,3.0,2.0,0.0
431.0,3.0,3.0,0.0
431.0,3.0,4.0,0.0
431.0,3.0,5.0,23.556196911790714
431.0,3.0,6.0,0.0
431.0,4.0,1.0,2.8770718476961386
431.0,4.0,2.0,0.0
431.0,4.0,3.0,0.0
431.0,4.0,4.0,0.0
431.0,4.0,5.0,23.573468775418092
431.0,4.0,6.0,0.0
431.0,5.0,1.0,0.0
431.0,5.0,2.0,0.0
431.0,5.0,3.0,0.0
431.0,5.0,4.0,0.0
431.0,5.0,5.0,0.0
431.0,5.0,6.0,0.0
431.0,6.0,1.0,0.0
431.0,6.0,2.0,0.0
431.0,6.0,3.0,0.0
431.0,6.0,4.0,0.0
431.0,6.0,5.0,12.970214222704177
431.0,6.0,6.0,0.0
431.0,7.0,1.0,2.8730857446787463
431.0,7.0,2.0,0.0
431.0,7.0,3.0,0.0
431.0,7.0,4.0,0.0
431.0,7.0,5.0,23.566573129738234
431.0,7.0,6.0,0.0
431.0,8.0,1.0,0.0
431.0,8.0,2.0,0.0
431.0,8.0,3.0,0.0
431.0,8.0,4.0,0.0
431.0,8.0,5.0,5.033340109607146
431.0,8.0,6.0,0.0
431.0,9.0,1.0,0.0
431.0,9.0,2.0,0.0
431.0,9.0,3.0,0.0
431.0,9.0,4.0,0.0
431.0,9.0,5.0,0.0
431.0,9.0,6.0,0.0
431.0,10.0,1.0,0.0
431.0,10.0,2.0,0.0
431.0,10.0,3.0,0.0
431.0,10.0,4.0,0.0
431.0,10.0,5.0,20.89713048955606
431.0,10.0,6.0,0.0
431.0,11.0,1.0,1.2609281807859434
431.0,11.0,2.0,0.0
431.0,11.0,3.0,0.0
431.0,11.0,4.0,0.0
431.0,11.0,5.0,22.92049603373456
431.0,11.0,6.0,0.0
431.0,12.0,1.0,0.0
431.0,12.0,2.0,0.0
431.0,12.0,3.0,0.0
431.0,12.0,4.0,0.0
431.0,12.0,5.0,5.0300802074672815
431.0,12.0,6.0,0.0
431.0,13.0,1.0,0.0
431.0,13.0,2.0,0.0
431.0,13.0,3.0,0.0
431.0,13.0,4.0,0.0
431.0,13.0,5.0,6.45258680324147
431.0,13.0,6.0,0.0
431.0,14.0,1.0,0.0
431.0,14.0,2.0,0.0
431.0,14.0,3.0,0.0
431.0,14.0,4.0,0.0
431.0,14.0,5.0,0.0
431.0,14.0,6.0,0.0
432.0,1.0,1.0,0.0
432.0,1.0,2.0,0.0
432.0,1.0,3.0,0.0
432.0,1.0,4.0,0.0
432.0,1.0,5.0,0.0
432.0,1.0,6.0,0.0
432.0,2.0,1.0,0.0
432.0,2.0,2.0,0.0
432.0,2.0,3.0,0.0
432.0,2.0,4.0,0.0
432.0,2.0,5.0,10.366449977751923
432.0,2.0,6.0,0.0
432.0,3.0,1.0,0.0
432.0,3.0,2.0,0.0
432.0,3.0,3.0,0.0
432.0,3.0,4.0,0.0
432.0,3.0,5.0,10.363170946803773
432.0,3.0,6.0,0.0
432.0,4.0,1.0,0.0
432.0,4.0,2.0,0.0
432.0,4.0,3.0,0.0
432.0,4.0,4.0,0.0
432.0,4.0,5.0,10.366327612353876
432.0,4.0,6.0,0.0
432.0,5.0,1.0,0.0
432.0,5.0,2.0,0.0
432.0,5.0,3.0,0.0
432.0,5.0,4.0,0.0
432.0,5.0,5.0,0.0
432.0,5.0,6.0,0.0
432.0,6.0,1.0,0.0
432.0,6.0,2.0,0.0
432.0,6.0,3.0,0.0
432.0,6.0,4.0,0.0
432.0,6.0,5.0,0.0
432.0,6.0,6.0,0.0
432.0,7.0,1.0,0.0
432.0,7.0,2.0,0.0
432.0,7.0,3.0,0.0
432.0,7.0,4.0,0.0
432.0,7.0,5.0,10.366016832068935
432.0,7.0,6.0,0.0
432.0,8.0,1.0,0.0
432.0,8.0,2.0,0.0
432.0,8.0,3.0,0.0
432.0,8.0,4.0,0.0
432.0,8.0,5.0,0.0
432.0,8.0,6.0,0.0
432.0,9.0,1.0,0.0
432.0,9.0,2.0,0.0
432.0,9.0,3.0,0.0
432.0,9.0,4.0,0.0
432.0,9.0,5.0,0.0
432.0,9.0,6.0,0.0
432.0,10.0,1.0,0.0
432.0,10.0,2.0,0.0
432.0,10.0,3.0,0.0
432.0,10.0,4.0,0.0
432.0,10.0,5.0,7.703665531303113
432.0,10.0,6.0,0.0
432.0,11.0,1.0,0.0
432.0,11.0,2.0,0.0
432.0,11.0,3.0,0.0
432.0,11.0,4.0,0.0
432.0,11.0,5.0,9.72272637987669
432.0,11.0,6.0,0.0
432.0,12.0,1.0,0.0
432.0,12.0,2.0,0.0
432.0,12.0,3.0,0.0
432.0,12.0,4.0,0.0
432.0,12.0,5.0,0.0
432.0,12.0,6.0,0.0
432.0,13.0,1.0,0.0
432.0,13.0,2.0,0.0
432.0,13.0,3.0,0.0
432.0,13.0,4.0,0.0
432.0,13.0,5.0,0.0
432.0,13.0,6.0,0.0
432.0,14.0,1.0,0.0
432.0,14.0,2.0,0.0
432.0,14.0,3.0,0.0
432.0,14.0,4.0,0.0
432.0,14.0,5.0,0.0
432.0,14.0,6.0,0.0
435.0,1.0,1.0,0.0
435.0,1.0,2.0,0.0
435.0,1.0,3.0,0.0
435.0,1.0,4.0,0.0
435.0,1.0,5.0,0.0
435.0,1.0,6.0,0.0
435.0,2.0,1.0,0.0
435.0,2.0,2.0,0.0
435.0,2.0,3.0,0.0
435.0,2.0,4.0,0.0
435.0,2.0,5.0,0.0
435.0,2.0,6.0,0.0
435.0,3.0,1.0,0.0
435.0,3.0,2.0,0.0
435.0,3.0,3.0,0.0
435.0,3.0,4.0,0.0
435.0,3.0,5.0,0.0
435.0,3.0,6.0,0.0
435.0,4.0,1.0,0.0
435.0,4.0,2.0,0.0
435.0,4.0,3.0,0.0
435.0,4.0,4.0,0.0
435.0,4.0,5.0,0.0
435.0,4.0,6.0,0.0
435.0,5.0,1.0,0.0
435.0,5.0,2.0,0.0
435.0,5.0,3.0,0.0
435.0,5.0,4.0,0.0
435.0,5.0,5.0,0.0
435.0,5.0,6.0,0.0
435.0,6.0,1.0,0.0
435.0,6.0,2.0,0.0
435.0,6.0,3.0,0.0
435.0,6.0,4.0,0.0
435.0,6.0,5.0,0.0
435.0,6.0,6.0,0.0
435.0,7.0,1.0,0.0
435.0,7.0,2.0,0.0
435.0,7.0,3.0,0.0
435.0,7.0,4.0,0.0
435.0,7.0,5.0,0.0
435.0,7.0,6.0,0.0
435.0,8.0,1.0,0.0
435.0,8.0,2.0,0.0
435.0,8.0,3.0,0.0
435.0,8.0,4.0,0.0
435.0,8.0,5.0,0.0
435.0,8.0,6.0,0.0
435.0,9.0,1.0,0.0
435.0,9.0,2.0,0.0
435.0,9.0,3.0,0.0
435.0,9.0,4.0,0.0
435.0,9.0,5.0,0.0
435.0,9.0,6.0,0.0
435.0,10.0,1.0,0.0
435.0,10.0,2.0,0.0
435.0,10.0,3.0,0.0
435.0,10.0,4.0,0.0
435.0,10.0,5.0,0.0
435.0,10.0,6.0,0.0
435.0,11.0,1.0,0.0
435.0,11.0,2.0,0.0
435.0,11.0,3.0,0.0
435.0,11.0,4.0,0.0
435.0,11.0,5.0,0.0
435.0,11.0,6.0,0.0
435.0,12.0,1.0,0.0
435.0,12.0,2.0,0.0
435.0,12.0,3.0,0.0
435.0,12.0,4.0,0.0
435.0,12.0,5.0,0.0
435.0,12.0,6.0,0.0
435.0,13.0,1.0,0.0
435.0,13.0,2.0,0.0
435.0,13.0,3.0,0.0
435.0,13.0,4.0,0.0
435.0,13.0,5.0,0.0
435.0,13.0,6.0,0.0
435.0,14.0,1.0,0.0
435.0,14.0,2.0,0.0
435.0,14.0,3.0,0.0
435.0,14.0,4.0,0.0
435.0,14.0,5.0,0.0
435.0,14.0,6.0,0.0
436.0,1.0,1.0,0.0
436.0,1.0,2.0,0.0
436.0,1.0,3.0,0.0
436.0,1.0,4.0,0.0
436.0,1.0,5.0,0.0
436.0,1.0,6.0,0.0
436.0,2.0,1.0,0.0
436.0,2.0,2.0,0.0
436.0,2.0,3.0,0.0
436.0,2.0,4.0,0.0
436.0,2.0,5.0,7.31035281084333
436.0,2.0,6.0,0.0
436.0,3.0,1.0,0.0
436.0,3.0,2.0,0.0
436.0,3.0,3.0,0.0
436.0,3.0,4.0,0.0
436.0,3.0,5.0,7.308130957630126
436.0,3.0,6.0,0.0
436.0,4.0,1.0,0.0
436.0,4.0,2.0,0.0
436.0,4.0,3.0,0.0
436.0,4.0,4.0,0.0
436.0,4.0,5.0,7.309477483782071
436.0,4.0,6.0,0.0
436.0,5.0,1.0,0.0
436.0,5.0,2.0,0.0
436.0,5.0,3.0,0.0
436.0,5.0,4.0,0.0
436.0,5.0,5.0,0.0
436.0,5.0,6.0,0.0
436.0,6.0,1.0,0.0
436.0,6.0,2.0,0.0
436.0,6.0,3.0,0.0
436.0,6.0,4.0,0.0
436.0,6.0,5.0,0.0
436.0,6.0,6.0,0.0
436.0,7.0,1.0,0.0
436.0,7.0,2.0,0.0
436.0,7.0,3.0,0.0
436.0,7.0,4.0,0.0
436.0,7.0,5.0,7.3110275197643775
436.0,7.0,6.0,0.0
436.0,8.0,1.0,0.0
436.0,8.0,2.0,0.0
436.0,8.0,3.0,0.0
436.0,8.0,4.0,0.0
436.0,8.0,5.0,0.0
436.0,8.0,6.0,0.0
436.0,9.0,1.0,0.0
436.0,9.0,2.0,0.0
436.0,9.0,3.0,0.0
436.0,9.0,4.0,0.0
436.0,9.0,5.0,0.0
436.0,9.0,6.0,0.0
436.0,10.0,1.0,0.0
436.0,10.0,2.0,0.0
436.0,10.0,3.0,0.0
436.0,10.0,4.0,0.0
436.0,10.0,5.0,4.647517155207377
436.0,10.0,6.0,0.0
436.0,11.0,1.0,0.0
436.0,11.0,2.0,0.0
436.0,11.0,3.0,0.0
436.0,11.0,4.0,0.0
436.0,11.0,5.0,6.6674142298330885
436.0,11.0,6.0,0.0
436.0,12.0,1.0,0.0
436.0,12.0,2.0,0.0
436.0,12.0,3.0,0.0
436.0,12.0,4.0,0.0
436.0,12.0,5.0,0.0
436.0,12.0,6.0,0.0
436.0,13.0,1.0,0.0
436.0,13.0,2.0,0.0
436.0,13.0,3.0,0.0
436.0,13.0,4.0,0.0
436.0,13.0,5.0,0.0
436.0,13.0,6.0,0.0
436.0,14.0,1.0,0.0
436.0,14.0,2.0,0.0
436.0,14.0,3.0,0.0
436.0,14.0,4.0,0.0
436.0,14.0,5.0,0.0
436.0,14.0,6.0,0.0
437.0,1.0,1.0,0.0
437.0,1.0,2.0,0.0
437.0,1.0,3.0,0.0
437.0,1.0,4.0,0.0
437.0,1.0,5.0,0.0
437.0,1.0,6.0,0.0
437.0,2.0,1.0,0.0
437.0,2.0,2.0,0.0
437.0,2.0,3.0,0.0
437.0,2.0,4.0,11.686161465879051
437.0,2.0,5.0,12.385941612080494
437.0,2.0,6.0,0.0
437.0,3.0,1.0,0.0
437.0,3.0,2.0,0.0
437.0,3.0,3.0,0.0
437.0,3.0,4.0,11.67975139876112
437.0,3.0,5.0,12.377201134383135
437.0,3.0,6.0,0.0
437.0,4.0,1.0,0.0
437.0,4.0,2.0,0.0
437.0,4.0,3.0,0.0
437.0,4.0,4.0,11.685416804259985
437.0,4.0,5.0,12.38389370371886
437.0,4.0,6.0,0.0
437.0,5.0,1.0,0.0
437.0,5.0,2.0,0.0
437.0,5.0,3.0,0.0
437.0,5.0,4.0,0.0
437.0,5.0,5.0,0.0
437.0,5.0,6.0,0.0
437.0,6.0,1.0,0.0
437.0,6.0,2.0,0.0
437.0,6.0,3.0,0.0
437.0,6.0,4.0,0.0
437.0,6.0,5.0,1.7872239820984266
437.0,6.0,6.0,0.0
437.0,7.0,1.0,0.0
437.0,7.0,2.0,0.0
437.0,7.0,3.0,0.0
437.0,7.0,4.0,11.690187008724141
437.0,7.0,5.0,12.388621955489619
437.0,7.0,6.0,0.0
437.0,8.0,1.0,0.0
437.0,8.0,2.0,0.0
437.0,8.0,3.0,0.0
437.0,8.0,4.0,0.0
437.0,8.0,5.0,0.0
437.0,8.0,6.0,0.0
437.0,9.0,1.0,0.0
437.0,9.0,2.0,0.0
437.0,9.0,3.0,0.0
437.0,9.0,4.0,0.0
437.0,9.0,5.0,0.0
437.0,9.0,6.0,0.0
437.0,10.0,1.0,0.0
437.0,10.0,2.0,0.0
437.0,10.0,3.0,0.0
437.0,10.0,4.0,7.984961795423768
437.0,10.0,5.0,9.712186522481137
437.0,10.0,6.0,0.0
437.0,11.0,1.0,0.0
437.0,11.0,2.0,0.0
437.0,11.0,3.0,0.0
437.0,11.0,4.0,9.969806659484473
437.0,11.0,5.0,11.739851869121413
437.0,11.0,6.0,0.0
437.0,12.0,1.0,0.0
437.0,12.0,2.0,0.0
437.0,12.0,3.0,0.0
437.0,12.0,4.0,0.0
437.0,12.0,5.0,0.0
437.0,12.0,6.0,0.0
437.0,13.0,1.0,0.0
437.0,13.0,2.0,0.0
437.0,13.0,3.0,0.0
437.0,13.0,4.0,0.0
437.0,13.0,5.0,0.0
437.0,13.0,6.0,0.0
437.0,14.0,1.0,0.0
437.0,14.0,2.0,0.0
437.0,14.0,3.0,0.0
437.0,14.0,4.0,0.0
437.0,14.0,5.0,0.0
437.0,14.0,6.0,0.0
438.0,1.0,1.0,0.0
438.0,1.0,2.0,0.0
438.0,1.0,3.0,0.0
438.0,1.0,4.0,0.0
438.0,1.0,5.0,0.0
438.0,1.0,6.0,0.0
438.0,2.0,1.0,0.0
438.0,2.0,2.0,0.0
438.0,2.0,3.0,0.0
438.0,2.0,4.0,1.4987162420059663
438.0,2.0,5.0,0.0
438.0,2.0,6.0,0.0
438.0,3.0,1.0,0.0
438.0,3.0,2.0,0.0
438.0,3.0,3.0,0.0
438.0,3.0,4.0,1.4986649997977572
438.0,3.0,5.0,0.0
438.0,3.0,6.0,0.0
438.0,4.0,1.0,0.0
438.0,4.0,2.0,0.0
438.0,4.0,3.0,0.0
438.0,4.0,4.0,1.4993041002893746
438.0,4.0,5.0,0.0
438.0,4.0,6.0,0.0
438.0,5.0,1.0,0.0
438.0,5.0,2.0,0.0
438.0,5.0,3.0,0.0
438.0,5.0,4.0,0.0
438.0,5.0,5.0,0.0
438.0,5.0,6.0,0.0
438.0,6.0,1.0,0.0
438.0,6.0,2.0,0.0
438.0,6.0,3.0,0.0
438.0,6.0,4.0,0.0
438.0,6.0,5.0,0.0
438.0,6.0,6.0,0.0
438.0,7.0,1.0,0.0
438.0,7.0,2.0,0.0
438.0,7.0,3.0,0.0
438.0,7.0,4.0,1.5009273273686137
438.0,7.0,5.0,0.0
438.0,7.0,6.0,0.0
438.0,8.0,1.0,0.0
438.0,8.0,2.0,0.0
438.0,8.0,3.0,0.0
438.0,8.0,4.0,0.0
438.0,8.0,5.0,0.0
438.0,8.0,6.0,0.0
438.0,9.0,1.0,0.0
438.0,9.0,2.0,0.0
438.0,9.0,3.0,0.0
438.0,9.0,4.0,0.0
438.0,9.0,5.0,0.0
438.0,9.0,6.0,0.0
438.0,10.0,1.0,0.0
438.0,10.0,2.0,0.0
438.0,10.0,3.0,0.0
438.0,10.0,4.0,0.0
438.0,10.0,5.0,0.0
438.0,10.0,6.0,0.0
438.0,11.0,1.0,0.0
438.0,11.0,2.0,0.0
438.0,11.0,3.0,0.0
438.0,11.0,4.0,0.0
438.0,11.0,5.0,0.0
438.0,11.0,6.0,0.0
438.0,12.0,1.0,0.0
438.0,12.0,2.0,0.0
438.0,12.0,3.0,0.0
438.0,12.0,4.0,0.0
438.0,12.0,5.0,0.0
438.0,12.0,6.0,0.0
438.0,13.0,1.0,0.0
438.0,13.0,2.0,0.0
438.0,13.0,3.0,0.0
438.0,13.0,4.0,0.0
438.0,13.0,5.0,0.0
