provider,power,fuel,N
213.0,13.0,1.0,0.0
213.0,13.0,2.0,0.0
213.0,13.0,3.0,0.0
213.0,13.0,4.0,0.0
213.0,13.0,5.0,39.87447050239869
213.0,13.0,6.0,0.0
213.0,14.0,1.0,0.0
213.0,14.0,2.0,0.0
213.0,14.0,3.0,0.0
213.0,14.0,4.0,0.0
213.0,14.0,5.0,0.0
213.0,14.0,6.0,0.0
214.0,1.0,1.0,0.0
214.0,1.0,2.0,0.0
214.0,1.0,3.0,0.0
214.0,1.0,4.0,0.0
214.0,1.0,5.0,0.0
214.0,1.0,6.0,0.0
214.0,2.0,1.0,0.0
214.0,2.0,2.0,0.0
214.0,2.0,3.0,0.0
214.0,2.0,4.0,0.0
214.0,2.0,5.0,62.54029090126317
214.0,2.0,6.0,0.0
214.0,3.0,1.0,0.0
214.0,3.0,2.0,0.0
214.0,3.0,3.0,0.0
214.0,3.0,4.0,0.0
214.0,3.0,5.0,62.49602892542934
214.0,3.0,6.0,0.0
214.0,4.0,1.0,0.0
214.0,4.0,2.0,0.0
214.0,4.0,3.0,0.0
214.0,4.0,4.0,0.0
214.0,4.0,5.0,62.542679788386614
214.0,4.0,6.0,0.0
214.0,5.0,1.0,0.0
214.0,5.0,2.0,0.0
214.0,5.0,3.0,0.0
214.0,5.0,4.0,0.0
214.0,5.0,5.0,1.5715144765526077
214.0,5.0,6.0,0.0
214.0,6.0,1.0,0.0
214.0,6.0,2.0,0.0
214.0,6.0,3.0,0.0
214.0,6.0,4.0,0.0
214.0,6.0,5.0,51.958941982389895
214.0,6.0,6.0,0.0
214.0,7.0,1.0,0.0
214.0,7.0,2.0,0.0
214.0,7.0,3.0,0.0
214.0,7.0,4.0,0.0
214.0,7.0,5.0,62.53819611891103
214.0,7.0,6.0,0.0
214.0,8.0,1.0,0.0
214.0,8.0,2.0,0.0
214.0,8.0,3.0,0.0
214.0,8.0,4.0,0.0
214.0,8.0,5.0,44.02749541461804
214.0,8.0,6.0,0.0
214.0,9.0,1.0,0.0
214.0,9.0,2.0,0.0
214.0,9.0,3.0,0.0
214.0,9.0,4.0,0.0
214.0,9.0,5.0,0.0
214.0,9.0,6.0,0.0
214.0,10.0,1.0,0.0
214.0,10.0,2.0,0.0
214.0,10.0,3.0,0.0
214.0,10.0,4.0,0.0
214.0,10.0,5.0,59.8974219228116
214.0,10.0,6.0,0.0
214.0,11.0,1.0,0.0
214.0,11.0,2.0,0.0
214.0,11.0,3.0,0.0
214.0,11.0,4.0,0.0
214.0,11.0,5.0,61.89251735126536
214.0,11.0,6.0,0.0
214.0,12.0,1.0,0.0
214.0,12.0,2.0,0.0
214.0,12.0,3.0,0.0
214.0,12.0,4.0,0.0
214.0,12.0,5.0,44.01967377555705
214.0,12.0,6.0,0.0
214.0,13.0,1.0,0.0
214.0,13.0,2.0,0.0
214.0,13.0,3.0,0.0
214.0,13.0,4.0,0.0
214.0,13.0,5.0,45.44420544494168
214.0,13.0,6.0,0.0
214.0,14.0,1.0,0.0
214.0,14.0,2.0,0.0
214.0,14.0,3.0,0.0
214.0,14.0,4.0,0.0
214.0,14.0,5.0,0.0
214.0,14.0,6.0,0.0
215.0,1.0,1.0,0.0
215.0,1.0,2.0,0.0
215.0,1.0,3.0,0.0
215.0,1.0,4.0,0.0
215.0,1.0,5.0,0.0
215.0,1.0,6.0,0.0
215.0,2.0,1.0,0.0
215.0,2.0,2.0,0.0
215.0,2.0,3.0,0.0
215.0,2.0,4.0,0.0
215.0,2.0,5.0,61.313736633123725
215.0,2.0,6.0,0.0
215.0,3.0,1.0,0.0
215.0,3.0,2.0,0.0
215.0,3.0,3.0,0.0
215.0,3.0,4.0,0.0
215.0,3.0,5.0,61.31538483183049
215.0,3.0,6.0,0.0
215.0,4.0,1.0,0.0
215.0,4.0,2.0,0.0
215.0,4.0,3.0,0.0
215.0,4.0,4.0,0.0
215.0,4.0,5.0,61.31608402373393
215.0,4.0,6.0,0.0
215.0,5.0,1.0,0.0
215.0,5.0,2.0,0.0
215.0,5.0,3.0,0.0
215.0,5.0,4.0,0.0
215.0,5.0,5.0,0.0
215.0,5.0,6.0,0.0
215.0,6.0,1.0,0.0
215.0,6.0,2.0,0.0
215.0,6.0,3.0,0.0
215.0,6.0,4.0,0.0
215.0,6.0,5.0,50.73188694268283
215.0,6.0,6.0,0.0
215.0,7.0,1.0,0.0
215.0,7.0,2.0,0.0
215.0,7.0,3.0,0.0
215.0,7.0,4.0,0.0
215.0,7.0,5.0,61.31167109834962
215.0,7.0,6.0,0.0
215.0,8.0,1.0,0.0
215.0,8.0,2.0,0.0
215.0,8.0,3.0,0.0
215.0,8.0,4.0,0.0
215.0,8.0,5.0,42.800739277192356
215.0,8.0,6.0,0.0
215.0,9.0,1.0,0.0
215.0,9.0,2.0,0.0
215.0,9.0,3.0,0.0
215.0,9.0,4.0,0.0
215.0,9.0,5.0,0.0
215.0,9.0,6.0,0.0
215.0,10.0,1.0,0.0
215.0,10.0,2.0,0.0
215.0,10.0,3.0,0.0
215.0,10.0,4.0,0.0
215.0,10.0,5.0,58.668999898371
215.0,10.0,6.0,0.0
215.0,11.0,1.0,0.0
215.0,11.0,2.0,0.0
215.0,11.0,3.0,0.0
215.0,11.0,4.0,0.0
215.0,11.0,5.0,60.666033771442365
215.0,11.0,6.0,0.0
215.0,12.0,1.0,0.0
215.0,12.0,2.0,0.0
215.0,12.0,3.0,0.0
215.0,12.0,4.0,0.0
215.0,12.0,5.0,42.792664909129186
215.0,12.0,6.0,0.0
215.0,13.0,1.0,0.0
215.0,13.0,2.0,0.0
215.0,13.0,3.0,0.0
215.0,13.0,4.0,0.0
215.0,13.0,5.0,44.217494418841426
215.0,13.0,6.0,0.0
215.0,14.0,1.0,0.0
215.0,14.0,2.0,0.0
215.0,14.0,3.0,0.0
215.0,14.0,4.0,0.0
215.0,14.0,5.0,0.0
215.0,14.0,6.0,0.0
216.0,1.0,1.0,0.0
216.0,1.0,2.0,0.0
216.0,1.0,3.0,0.0
216.0,1.0,4.0,0.0
216.0,1.0,5.0,0.0
216.0,1.0,6.0,0.0
216.0,2.0,1.0,0.0
216.0,2.0,2.0,0.0
216.0,2.0,3.0,0.0
216.0,2.0,4.0,0.0
216.0,2.0,5.0,55.53508623409797
216.0,2.0,6.0,0.0
216.0,3.0,1.0,0.0
216.0,3.0,2.0,0.0
216.0,3.0,3.0,0.0
216.0,3.0,4.0,0.0
216.0,3.0,5.0,55.537345376076345
216.0,3.0,6.0,0.0
216.0,4.0,1.0,0.0
216.0,4.0,2.0,0.0
216.0,4.0,3.0,0.0
216.0,4.0,4.0,0.0
216.0,4.0,5.0,55.53732392612839
216.0,4.0,6.0,0.0
216.0,5.0,1.0,0.0
216.0,5.0,2.0,0.0
216.0,5.0,3.0,0.0
216.0,5.0,4.0,0.0
216.0,5.0,5.0,0.0
216.0,5.0,6.0,0.0
216.0,6.0,1.0,0.0
216.0,6.0,2.0,0.0
216.0,6.0,3.0,0.0
216.0,6.0,4.0,0.0
216.0,6.0,5.0,44.95376939118124
216.0,6.0,6.0,0.0
216.0,7.0,1.0,0.0
216.0,7.0,2.0,0.0
216.0,7.0,3.0,0.0
216.0,7.0,4.0,0.0
216.0,7.0,5.0,55.53309664162575
216.0,7.0,6.0,0.0
216.0,8.0,1.0,0.0
216.0,8.0,2.0,0.0
216.0,8.0,3.0,0.0
216.0,8.0,4.0,0.0
216.0,8.0,5.0,37.021479825645685
216.0,8.0,6.0,0.0
216.0,9.0,1.0,0.0
216.0,9.0,2.0,0.0
216.0,9.0,3.0,0.0
216.0,9.0,4.0,0.0
216.0,9.0,5.0,0.0
216.0,9.0,6.0,0.0
216.0,10.0,1.0,0.0
216.0,10.0,2.0,0.0
216.0,10.0,3.0,0.0
216.0,10.0,4.0,0.0
216.0,10.0,5.0,52.889687405518245
216.0,10.0,6.0,0.0
216.0,11.0,1.0,0.0
216.0,11.0,2.0,0.0
216.0,11.0,3.0,0.0
216.0,11.0,4.0,0.0
216.0,11.0,5.0,54.88756868309257
216.0,11.0,6.0,0.0
216.0,12.0,1.0,0.0
216.0,12.0,2.0,0.0
216.0,12.0,3.0,0.0
216.0,12.0,4.0,0.0
216.0,12.0,5.0,37.01447952409124
216.0,12.0,6.0,0.0
216.0,13.0,1.0,0.0
216.0,13.0,2.0,0.0
216.0,13.0,3.0,0.0
216.0,13.0,4.0,0.0
216.0,13.0,5.0,38.438392278926756
216.0,13.0,6.0,0.0
216.0,14.0,1.0,0.0
216.0,14.0,2.0,0.0
216.0,14.0,3.0,0.0
216.0,14.0,4.0,0.0
216.0,14.0,5.0,0.0
216.0,14.0,6.0,0.0
217.0,1.0,1.0,0.0
217.0,1.0,2.0,0.0
217.0,1.0,3.0,0.0
217.0,1.0,4.0,0.0
217.0,1.0,5.0,0.0
217.0,1.0,6.0,0.0
217.0,2.0,1.0,0.0
217.0,2.0,2.0,0.0
217.0,2.0,3.0,0.0
217.0,2.0,4.0,0.0
217.0,2.0,5.0,45.31704980575113
217.0,2.0,6.0,0.0
217.0,3.0,1.0,0.0
217.0,3.0,2.0,0.0
217.0,3.0,3.0,0.0
217.0,3.0,4.0,0.0
217.0,3.0,5.0,45.31918170336294
217.0,3.0,6.0,0.0
217.0,4.0,1.0,0.0
217.0,4.0,2.0,0.0
217.0,4.0,3.0,0.0
217.0,4.0,4.0,0.0
217.0,4.0,5.0,45.31922613102658
217.0,4.0,6.0,0.0
217.0,5.0,1.0,0.0
217.0,5.0,2.0,0.0
217.0,5.0,3.0,0.0
217.0,5.0,4.0,0.0
217.0,5.0,5.0,0.0
217.0,5.0,6.0,0.0
217.0,6.0,1.0,0.0
217.0,6.0,2.0,0.0
217.0,6.0,3.0,0.0
217.0,6.0,4.0,0.0
217.0,6.0,5.0,34.73534242218443
217.0,6.0,6.0,0.0
217.0,7.0,1.0,0.0
217.0,7.0,2.0,0.0
217.0,7.0,3.0,0.0
217.0,7.0,4.0,0.0
217.0,7.0,5.0,45.31508566349898
217.0,7.0,6.0,0.0
217.0,8.0,1.0,0.0
217.0,8.0,2.0,0.0
217.0,8.0,3.0,0.0
217.0,8.0,4.0,0.0
217.0,8.0,5.0,26.80268258871946
217.0,8.0,6.0,0.0
217.0,9.0,1.0,0.0
217.0,9.0,2.0,0.0
217.0,9.0,3.0,0.0
217.0,9.0,4.0,0.0
217.0,9.0,5.0,0.0
217.0,9.0,6.0,0.0
217.0,10.0,1.0,0.0
217.0,10.0,2.0,0.0
217.0,10.0,3.0,0.0
217.0,10.0,4.0,0.0
217.0,10.0,5.0,42.67145709098713
217.0,10.0,6.0,0.0
217.0,11.0,1.0,0.0
217.0,11.0,2.0,0.0
217.0,11.0,3.0,0.0
217.0,11.0,4.0,0.0
217.0,11.0,5.0,44.669603324585715
217.0,11.0,6.0,0.0
217.0,12.0,1.0,0.0
217.0,12.0,2.0,0.0
217.0,12.0,3.0,0.0
217.0,12.0,4.0,0.0
217.0,12.0,5.0,26.79585722437039
217.0,12.0,6.0,0.0
217.0,13.0,1.0,0.0
217.0,13.0,2.0,0.0
217.0,13.0,3.0,0.0
217.0,13.0,4.0,0.0
217.0,13.0,5.0,28.219695022266865
217.0,13.0,6.0,0.0
217.0,14.0,1.0,0.0
217.0,14.0,2.0,0.0
217.0,14.0,3.0,0.0
217.0,14.0,4.0,0.0
217.0,14.0,5.0,0.0
217.0,14.0,6.0,0.0
219.0,1.0,1.0,0.0
219.0,1.0,2.0,0.0
219.0,1.0,3.0,0.0
219.0,1.0,4.0,0.0
219.0,1.0,5.0,0.0
219.0,1.0,6.0,0.0
219.0,2.0,1.0,0.0
219.0,2.0,2.0,0.0
219.0,2.0,3.0,0.0
219.0,2.0,4.0,0.0
219.0,2.0,5.0,0.0
219.0,2.0,6.0,18.548227862948988
219.0,3.0,1.0,0.0
219.0,3.0,2.0,0.0
219.0,3.0,3.0,0.0
219.0,3.0,4.0,0.0
219.0,3.0,5.0,0.0
219.0,3.0,6.0,18.549184482398502
219.0,4.0,1.0,0.0
219.0,4.0,2.0,0.0
219.0,4.0,3.0,0.0
219.0,4.0,4.0,0.0
219.0,4.0,5.0,0.0
219.0,4.0,6.0,18.548940805800072
219.0,5.0,1.0,0.0
219.0,5.0,2.0,0.0
219.0,5.0,3.0,0.0
219.0,5.0,4.0,0.0
219.0,5.0,5.0,0.0
219.0,5.0,6.0,0.0
219.0,6.0,1.0,0.0
219.0,6.0,2.0,0.0
219.0,6.0,3.0,0.0
219.0,6.0,4.0,0.0
219.0,6.0,5.0,0.0
219.0,6.0,6.0,8.152571879925754
219.0,7.0,1.0,0.0
219.0,7.0,2.0,0.0
219.0,7.0,3.0,0.0
219.0,7.0,4.0,0.0
219.0,7.0,5.0,0.0
219.0,7.0,6.0,18.547454862555398
219.0,8.0,1.0,0.0
219.0,8.0,2.0,0.0
219.0,8.0,3.0,0.0
219.0,8.0,4.0,0.0
219.0,8.0,5.0,0.0
219.0,8.0,6.0,0.0
219.0,9.0,1.0,0.0
219.0,9.0,2.0,0.0
219.0,9.0,3.0,0.0
219.0,9.0,4.0,0.0
219.0,9.0,5.0,0.0
219.0,9.0,6.0,0.0
219.0,10.0,1.0,0.0
219.0,10.0,2.0,0.0
219.0,10.0,3.0,0.0
219.0,10.0,4.0,0.0
219.0,10.0,5.0,0.0
219.0,10.0,6.0,15.21765351970456
219.0,11.0,1.0,0.0
219.0,11.0,2.0,0.0
219.0,11.0,3.0,0.0
219.0,11.0,4.0,0.0
219.0,11.0,5.0,0.0
219.0,11.0,6.0,16.956781099117116
219.0,12.0,1.0,0.0
219.0,12.0,2.0,0.0
219.0,12.0,3.0,0.0
219.0,12.0,4.0,0.0
219.0,12.0,5.0,0.0
219.0,12.0,6.0,0.0
219.0,13.0,1.0,0.0
219.0,13.0,2.0,0.0
219.0,13.0,3.0,0.0
219.0,13.0,4.0,0.0
219.0,13.0,5.0,0.0
219.0,13.0,6.0,2.1707277013395503
219.0,14.0,1.0,0.0
219.0,14.0,2.0,0.0
219.0,14.0,3.0,0.0
219.0,14.0,4.0,0.0
219.0,14.0,5.0,0.0
219.0,14.0,6.0,0.0
220.0,1.0,1.0,0.0
220.0,1.0,2.0,0.0
220.0,1.0,3.0,0.0
220.0,1.0,4.0,0.0
220.0,1.0,5.0,0.0
220.0,1.0,6.0,0.0
220.0,2.0,1.0,0.0
220.0,2.0,2.0,0.0
220.0,2.0,3.0,0.0
220.0,2.0,4.0,0.0
220.0,2.0,5.0,0.0
220.0,2.0,6.0,17.0131340836499
220.0,3.0,1.0,0.0
220.0,3.0,2.0,0.0
220.0,3.0,3.0,0.0
220.0,3.0,4.0,0.0
220.0,3.0,5.0,0.0
220.0,3.0,6.0,17.001532990487934
220.0,4.0,1.0,0.0
220.0,4.0,2.0,0.0
220.0,4.0,3.0,0.0
220.0,4.0,4.0,0.0
220.0,4.0,5.0,0.0
220.0,4.0,6.0,17.013994606211153
220.0,5.0,1.0,0.0
220.0,5.0,2.0,0.0
220.0,5.0,3.0,0.0
220.0,5.0,4.0,0.0
220.0,5.0,5.0,0.0
220.0,5.0,6.0,0.0
220.0,6.0,1.0,0.0
220.0,6.0,2.0,0.0
220.0,6.0,3.0,0.0
220.0,6.0,4.0,0.0
220.0,6.0,5.0,0.0
220.0,6.0,6.0,6.618832461315577
220.0,7.0,1.0,0.0
220.0,7.0,2.0,0.0
220.0,7.0,3.0,0.0
220.0,7.0,4.0,0.0
220.0,7.0,5.0,0.0
220.0,7.0,6.0,17.0142637760204
220.0,8.0,1.0,0.0
220.0,8.0,2.0,0.0
220.0,8.0,3.0,0.0
220.0,8.0,4.0,0.0
220.0,8.0,5.0,0.0
220.0,8.0,6.0,0.0
220.0,9.0,1.0,0.0
220.0,9.0,2.0,0.0
220.0,9.0,3.0,0.0
220.0,9.0,4.0,0.0
220.0,9.0,5.0,0.0
220.0,9.0,6.0,0.0
220.0,10.0,1.0,0.0
220.0,10.0,2.0,0.0
220.0,10.0,3.0,0.0
220.0,10.0,4.0,0.0
220.0,10.0,5.0,0.0
220.0,10.0,6.0,13.678542299777204
220.0,11.0,1.0,0.0
220.0,11.0,2.0,0.0
220.0,11.0,3.0,0.0
220.0,11.0,4.0,0.0
220.0,11.0,5.0,0.0
220.0,11.0,6.0,15.422957896508155
220.0,12.0,1.0,0.0
220.0,12.0,2.0,0.0
220.0,12.0,3.0,0.0
220.0,12.0,4.0,0.0
220.0,12.0,5.0,0.0
220.0,12.0,6.0,0.0
220.0,13.0,1.0,0.0
220.0,13.0,2.0,0.0
220.0,13.0,3.0,0.0
220.0,13.0,4.0,0.0
220.0,13.0,5.0,0.0
220.0,13.0,6.0,0.0
220.0,14.0,1.0,0.0
220.0,14.0,2.0,0.0
220.0,14.0,3.0,0.0
220.0,14.0,4.0,0.0
220.0,14.0,5.0,0.0
220.0,14.0,6.0,0.0
221.0,1.0,1.0,0.0
221.0,1.0,2.0,0.0
221.0,1.0,3.0,0.0
221.0,1.0,4.0,0.0
221.0,1.0,5.0,0.0
221.0,1.0,6.0,0.0
221.0,2.0,1.0,0.0
221.0,2.0,2.0,0.0
221.0,2.0,3.0,0.0
221.0,2.0,4.0,0.0
221.0,2.0,5.0,0.0
221.0,2.0,6.0,4.829145992693954
221.0,3.0,1.0,0.0
221.0,3.0,2.0,0.0
221.0,3.0,3.0,0.0
221.0,3.0,4.0,0.0
221.0,3.0,5.0,0.0
221.0,3.0,6.0,4.829869910219915
221.0,4.0,1.0,0.0
221.0,4.0,2.0,0.0
221.0,4.0,3.0,0.0
221.0,4.0,4.0,0.0
221.0,4.0,5.0,0.0
221.0,4.0,6.0,4.829089469164166
221.0,5.0,1.0,0.0
221.0,5.0,2.0,0.0
221.0,5.0,3.0,0.0
221.0,5.0,4.0,0.0
221.0,5.0,5.0,0.0
221.0,5.0,6.0,0.0
221.0,6.0,1.0,0.0
221.0,6.0,2.0,0.0
221.0,6.0,3.0,0.0
221.0,6.0,4.0,0.0
221.0,6.0,5.0,0.0
221.0,6.0,6.0,0.0
221.0,7.0,1.0,0.0
221.0,7.0,2.0,0.0
221.0,7.0,3.0,0.0
221.0,7.0,4.0,0.0
221.0,7.0,5.0,0.0
221.0,7.0,6.0,4.829108675049434
221.0,8.0,1.0,0.0
221.0,8.0,2.0,0.0
221.0,8.0,3.0,0.0
221.0,8.0,4.0,0.0
221.0,8.0,5.0,0.0
221.0,8.0,6.0,0.0
221.0,9.0,1.0,0.0
221.0,9.0,2.0,0.0
221.0,9.0,3.0,0.0
221.0,9.0,4.0,0.0
221.0,9.0,5.0,0.0
221.0,9.0,6.0,0.0
221.0,10.0,1.0,0.0
221.0,10.0,2.0,0.0
221.0,10.0,3.0,0.0
221.0,10.0,4.0,0.0
221.0,10.0,5.0,0.0
221.0,10.0,6.0,1.4938761048376503
221.0,11.0,1.0,0.0
221.0,11.0,2.0,0.0
221.0,11.0,3.0,0.0
221.0,11.0,4.0,0.0
221.0,11.0,5.0,0.0
221.0,11.0,6.0,3.2393598608437766
221.0,12.0,1.0,0.0
221.0,12.0,2.0,0.0
221.0,12.0,3.0,0.0
221.0,12.0,4.0,0.0
221.0,12.0,5.0,0.0
221.0,12.0,6.0,0.0
221.0,13.0,1.0,0.0
221.0,13.0,2.0,0.0
221.0,13.0,3.0,0.0
221.0,13.0,4.0,0.0
221.0,13.0,5.0,0.0
221.0,13.0,6.0,0.0
221.0,14.0,1.0,0.0
221.0,14.0,2.0,0.0
221.0,14.0,3.0,0.0
221.0,14.0,4.0,0.0
221.0,14.0,5.0,0.0
221.0,14.0,6.0,0.0
222.0,1.0,1.0,0.0
222.0,1.0,2.0,0.0
222.0,1.0,3.0,0.0
222.0,1.0,4.0,0.0
222.0,1.0,5.0,0.0
222.0,1.0,6.0,0.0
222.0,2.0,1.0,0.0
222.0,2.0,2.0,0.0
222.0,2.0,3.0,0.0
222.0,2.0,4.0,0.0
222.0,2.0,5.0,0.0
222.0,2.0,6.0,18.99644018333391
222.0,3.0,1.0,0.0
222.0,3.0,2.0,0.0
222.0,3.0,3.0,0.0
222.0,3.0,4.0,0.0
222.0,3.0,5.0,0.0
222.0,3.0,6.0,19.004223393040647
222.0,4.0,1.0,0.0
222.0,4.0,2.0,0.0
222.0,4.0,3.0,0.0
222.0,4.0,4.0,0.0
222.0,4.0,5.0,0.0
222.0,4.0,6.0,18.997339991465413
222.0,5.0,1.0,0.0
222.0,5.0,2.0,0.0
222.0,5.0,3.0,0.0
222.0,5.0,4.0,0.0
222.0,5.0,5.0,0.0
222.0,5.0,6.0,0.0
222.0,6.0,1.0,0.0
222.0,6.0,2.0,0.0
222.0,6.0,3.0,0.0
222.0,6.0,4.0,0.0
222.0,6.0,5.0,0.0
222.0,6.0,6.0,8.602731406775298
222.0,7.0,1.0,0.0
222.0,7.0,2.0,0.0
222.0,7.0,3.0,0.0
222.0,7.0,4.0,0.0
222.0,7.0,5.0,0.0
222.0,7.0,6.0,18.99653380028261
222.0,8.0,1.0,0.0
222.0,8.0,2.0,0.0
222.0,8.0,3.0,0.0
222.0,8.0,4.0,0.0
222.0,8.0,5.0,0.0
222.0,8.0,6.0,1.3013174460515493
222.0,9.0,1.0,0.0
222.0,9.0,2.0,0.0
222.0,9.0,3.0,0.0
222.0,9.0,4.0,0.0
222.0,9.0,5.0,0.0
222.0,9.0,6.0,0.0
222.0,10.0,1.0,0.0
222.0,10.0,2.0,0.0
222.0,10.0,3.0,0.0
222.0,10.0,4.0,0.0
222.0,10.0,5.0,0.0
222.0,10.0,6.0,15.662011204738164
222.0,11.0,1.0,0.0
222.0,11.0,2.0,0.0
222.0,11.0,3.0,0.0
222.0,11.0,4.0,0.0
222.0,11.0,5.0,0.0
222.0,11.0,6.0,17.405218378779075
222.0,12.0,1.0,0.0
222.0,12.0,2.0,0.0
222.0,12.0,3.0,0.0
222.0,12.0,4.0,0.0
222.0,12.0,5.0,0.0
222.0,12.0,6.0,1.3061026361137051
222.0,13.0,1.0,0.0
222.0,13.0,2.0,0.0
222.0,13.0,3.0,0.0
222.0,13.0,4.0,0.0
222.0,13.0,5.0,0.0
222.0,13.0,6.0,2.6170733208084007
222.0,14.0,1.0,0.0
222.0,14.0,2.0,0.0
222.0,14.0,3.0,0.0
222.0,14.0,4.0,0.0
222.0,14.0,5.0,0.0
222.0,14.0,6.0,0.0
223.0,1.0,1.0,0.0
223.0,1.0,2.0,0.0
223.0,1.0,3.0,0.0
223.0,1.0,4.0,0.0
223.0,1.0,5.0,0.0
223.0,1.0,6.0,0.0
223.0,2.0,1.0,0.0
223.0,2.0,2.0,0.0
223.0,2.0,3.0,0.0
223.0,2.0,4.0,0.0
223.0,2.0,5.0,22.757137358527945
223.0,2.0,6.0,0.0
223.0,3.0,1.0,0.0
223.0,3.0,2.0,0.0
223.0,3.0,3.0,0.0
223.0,3.0,4.0,0.0
223.0,3.0,5.0,22.77892059438903
223.0,3.0,6.0,0.0
223.0,4.0,1.0,0.0
223.0,4.0,2.0,0.0
223.0,4.0,3.0,0.0
223.0,4.0,4.0,0.0
223.0,4.0,5.0,22.759710556705734
223.0,4.0,6.0,0.0
223.0,5.0,1.0,0.0
223.0,5.0,2.0,0.0
223.0,5.0,3.0,0.0
223.0,5.0,4.0,0.0
223.0,5.0,5.0,0.0
223.0,5.0,6.0,0.0
223.0,6.0,1.0,0.0
223.0,6.0,2.0,0.0
223.0,6.0,3.0,0.0
223.0,6.0,4.0,0.0
223.0,6.0,5.0,12.177553330378453
223.0,6.0,6.0,0.0
223.0,7.0,1.0,0.0
223.0,7.0,2.0,0.0
223.0,7.0,3.0,0.0
223.0,7.0,4.0,0.0
223.0,7.0,5.0,22.758143080823068
223.0,7.0,6.0,0.0
223.0,8.0,1.0,0.0
223.0,8.0,2.0,0.0
223.0,8.0,3.0,0.0
223.0,8.0,4.0,0.0
223.0,8.0,5.0,4.228615701570324
223.0,8.0,6.0,0.0
223.0,9.0,1.0,0.0
223.0,9.0,2.0,0.0
223.0,9.0,3.0,0.0
223.0,9.0,4.0,0.0
223.0,9.0,5.0,0.0
223.0,9.0,6.0,0.0
223.0,10.0,1.0,0.0
223.0,10.0,2.0,0.0
223.0,10.0,3.0,0.0
223.0,10.0,4.0,0.0
223.0,10.0,5.0,20.09893432403433
223.0,10.0,6.0,0.0
223.0,11.0,1.0,0.0
223.0,11.0,2.0,0.0
223.0,11.0,3.0,0.0
223.0,11.0,4.0,0.0
223.0,11.0,5.0,22.085169695201913
223.0,11.0,6.0,0.0
223.0,12.0,1.0,0.0
223.0,12.0,2.0,0.0
223.0,12.0,3.0,0.0
223.0,12.0,4.0,0.0
223.0,12.0,5.0,4.240303014901324
223.0,12.0,6.0,0.0
223.0,13.0,1.0,0.0
223.0,13.0,2.0,0.0
223.0,13.0,3.0,0.0
223.0,13.0,4.0,0.0
223.0,13.0,5.0,5.6480072539787365
223.0,13.0,6.0,0.0
223.0,14.0,1.0,0.0
223.0,14.0,2.0,0.0
223.0,14.0,3.0,0.0
223.0,14.0,4.0,0.0
223.0,14.0,5.0,0.0
223.0,14.0,6.0,0.0
224.0,1.0,1.0,0.0
224.0,1.0,2.0,0.0
224.0,1.0,3.0,0.0
224.0,1.0,4.0,0.0
224.0,1.0,5.0,0.0
224.0,1.0,6.0,0.0
224.0,2.0,1.0,0.0
224.0,2.0,2.0,0.0
224.0,2.0,3.0,0.0
224.0,2.0,4.0,0.0
224.0,2.0,5.0,40.43816629264378
224.0,2.0,6.0,0.0
224.0,3.0,1.0,0.0
224.0,3.0,2.0,0.0
224.0,3.0,3.0,0.0
224.0,3.0,4.0,0.0
224.0,3.0,5.0,40.45958146226781
224.0,3.0,6.0,0.0
224.0,4.0,1.0,0.0
224.0,4.0,2.0,0.0
224.0,4.0,3.0,0.0
224.0,4.0,4.0,0.0
224.0,4.0,5.0,40.44192610873386
224.0,4.0,6.0,0.0
224.0,5.0,1.0,0.0
224.0,5.0,2.0,0.0
224.0,5.0,3.0,0.0
224.0,5.0,4.0,0.0
224.0,5.0,5.0,0.0
224.0,5.0,6.0,0.0
224.0,6.0,1.0,0.0
224.0,6.0,2.0,0.0
224.0,6.0,3.0,0.0
224.0,6.0,4.0,0.0
224.0,6.0,5.0,29.865094576488612
224.0,6.0,6.0,0.0
224.0,7.0,1.0,0.0
224.0,7.0,2.0,0.0
224.0,7.0,3.0,0.0
224.0,7.0,4.0,0.0
224.0,7.0,5.0,40.43938701798324
224.0,7.0,6.0,0.0
224.0,8.0,1.0,0.0
224.0,8.0,2.0,0.0
224.0,8.0,3.0,0.0
224.0,8.0,4.0,0.0
224.0,8.0,5.0,21.916403939277693
224.0,8.0,6.0,0.0
224.0,9.0,1.0,0.0
224.0,9.0,2.0,0.0
224.0,9.0,3.0,0.0
224.0,9.0,4.0,0.0
224.0,9.0,5.0,0.0
224.0,9.0,6.0,0.0
224.0,10.0,1.0,0.0
224.0,10.0,2.0,0.0
224.0,10.0,3.0,0.0
224.0,10.0,4.0,0.0
224.0,10.0,5.0,37.78233128035853
224.0,10.0,6.0,0.0
224.0,11.0,1.0,0.0
224.0,11.0,2.0,0.0
224.0,11.0,3.0,0.0
224.0,11.0,4.0,0.0
224.0,11.0,5.0,39.791498473794725
224.0,11.0,6.0,0.0
224.0,12.0,1.0,0.0
224.0,12.0,2.0,0.0
224.0,12.0,3.0,0.0
224.0,12.0,4.0,0.0
224.0,12.0,5.0,21.93603592441803
224.0,12.0,6.0,0.0
224.0,13.0,1.0,0.0
224.0,13.0,2.0,0.0
224.0,13.0,3.0,0.0
224.0,13.0,4.0,0.0
224.0,13.0,5.0,23.335319303500924
224.0,13.0,6.0,0.0
224.0,14.0,1.0,0.0
224.0,14.0,2.0,0.0
224.0,14.0,3.0,0.0
224.0,14.0,4.0,0.0
